text,label,language
I'm going to the office.,0,en
Can you give me an example of RAG,1,en
Tomorrow I'll study Python.,0,en
I watched a movie yesterday.,0,en
Movie chala bagundi.,0,te
Lunch ho gaya.,0,hi
Can you solve this warning,1,en
Kal movie dekhi.,0,hi
I finished my lunch.,0,en
FastAPI ka example do.,1,hi
Repu SQL practice chestha.,0,te
Movie chala bagundi.,0,te
Can you give me an example of CSS,1,en
How do I fix this warning in JWT,1,en
Can you explain FastAPI,1,en
Suggest cheyyi best way for NumPy.,1,te
Step by step batao NumPy.,1,hi
Aaj bahut traffic tha.,0,hi
Weekend pe travel karunga.,0,hi
Help karo SQL me.,1,hi
Help me understand React.,1,en
Ivala weather bagundi.,0,te
Lunch ho gaya.,0,hi
I completed my work.,0,en
How do I fix this error in Pandas,1,en
Nenu song vintunna.,0,te
Ye kaise kaam karta hai,1,hi
Weekend ki travel veltha.,0,te
I'm going to the office.,0,en
I finished my lunch.,0,en
Kal movie dekhi.,0,hi
What is Kubernetes,1,en
I finished my lunch.,0,en
Kal movie dekhi.,0,hi
Aaj bahut traffic tha.,0,hi
Kal JavaScript practice karunga.,0,hi
Idi ela pani chestundi,1,te
Main music sun raha hu.,0,hi
Ye bug kaise fix karu,1,hi
Nenu song vintunna.,0,te
Why is this happening in FastAPI,1,en
I'm listening to music.,0,en
Step by step explain cheyyi LLM.,1,te
How do I learn Networking,1,en
Coffee tagutunna.,0,te
Kal movie dekhi.,0,hi
Aaj bahut traffic tha.,0,hi
Can you give me an example of API,1,en
Main music sun raha hu.,0,hi
Main music sun raha hu.,0,hi
Naku doubt undi OAuth meeda.,1,te
Help me understand Docker.,1,en
Help karo Pandas me.,1,hi
Lunch ho gaya.,0,hi
Main music sun raha hu.,0,hi
Nenu intiki velthunna.,0,te
Nenu intiki velthunna.,0,te
I'm listening to music.,0,en
I'm listening to music.,0,en
SQL kaise seekhun,1,hi
Ye syntax error kaise fix karu,1,hi
I'm reading a book.,0,en
Today is a busy day.,0,en
Office ka kaam khatam hua.,0,hi
Oka example cheppu Azure.,1,te
Suggest cheyyi best way for Python.,1,te
Idi ela pani chestundi,1,te
Naku Docker ardham kaaledu.,1,te
FastAPI ela nerchukovali,1,te
I'm listening to music.,0,en
Kal API practice karunga.,0,hi
Main chai pi raha hu.,0,hi
Best suggestion do API ke liye.,1,hi
Networking ante enti,1,te
Suggest cheyyi best way for JavaScript.,1,te
Can you solve this problem,1,en
Why is this happening in Python,1,en
Help karo Linux me.,1,hi
Office ka kaam khatam hua.,0,hi
Pandas ela nerchukovali,1,te
I'm reading a book.,0,en
Can you give me an example of API,1,en
Ippudu office lo unna.,0,te
Aaj mausam accha hai.,0,hi
How do I fix this permission error in Azure,1,en
Pandas kaise seekhun,1,hi
Aaj bahut traffic tha.,0,hi
Weekend ki travel veltha.,0,te
Repu JavaScript practice chestha.,0,te
Today is a busy day.,0,en
Main chai pi raha hu.,0,hi
I finished my lunch.,0,en
I watched a movie yesterday.,0,en
Ye syntax error kaise fix karu,1,hi
Kubernetes ela nerchukovali,1,te
Nenu song vintunna.,0,te
Can you give me an example of JWT,1,en
Kal NumPy practice karunga.,0,hi
Kal movie dekhi.,0,hi
Nenu intiki velthunna.,0,te
Lunch ayipoyindi.,0,te
The weather is nice today.,0,en
Aaj bahut traffic tha.,0,hi
Suggest cheyyi best way for NumPy.,1,te
Main music sun raha hu.,0,hi
Best suggestion do Pandas ke liye.,1,hi
Oka example cheppu Python.,1,te
Help karo NumPy me.,1,hi
Can you give me an example of Kubernetes,1,en
Mujhe NumPy samjhao.,1,hi
Movie chala bagundi.,0,te
Oka example cheppu Pandas.,1,te
Ye kaise kaam karta hai,1,hi
I completed my work.,0,en
I like learning JWT.,0,en
Repu JWT practice chestha.,0,te
Nenu intiki velthunna.,0,te
Help me understand FastAPI.,1,en
Main music sun raha hu.,0,hi
Repu CSS practice chestha.,0,te
Na friend ni kalisanu.,0,te
Naku Docker ardham kaaledu.,1,te
Azure kya hai,1,hi
Oka example cheppu NumPy.,1,te
FastAPI ante enti,1,te
Ee error enduku vastundi,1,te
Idi ela pani chestundi,1,te
Can you explain JavaScript,1,en
Mujhe RAG samjhao.,1,hi
Aaj bahut traffic tha.,0,hi
How do I learn JWT,1,en
Aaj mausam accha hai.,0,hi
Nenu song vintunna.,0,te
Ee bug enduku vastundi,1,te
Aaj bahut traffic tha.,0,hi
Aaj bahut traffic tha.,0,hi
Repu JavaScript practice chestha.,0,te
AWS kaise seekhun,1,hi
I'm reading a book.,0,en
I completed my work.,0,en
Main ghar ja raha hu.,0,hi
Main music sun raha hu.,0,hi
Na friend ni kalisanu.,0,te
I completed my work.,0,en
Ippudu office lo unna.,0,te
OAuth kaise seekhun,1,hi
Main music sun raha hu.,0,hi
Mujhe CSS samjhao.,1,hi
Aaj bahut traffic tha.,0,hi
Main chai pi raha hu.,0,hi
Idi ela pani chestundi,1,te
Azure ante enti,1,te
Repu Linux practice chestha.,0,te
Movie chala bagundi.,0,te
I'm going to the office.,0,en
The weather is nice today.,0,en
Ye kaise kaam karta hai,1,hi
How do I learn Python,1,en
Can you solve this syntax error,1,en
Lunch ho gaya.,0,hi
Mujhe Azure me doubt hai.,1,hi
Idi ela pani chestundi,1,te
Repu Networking practice chestha.,0,te
LLM kya hai,1,hi
FastAPI ka example do.,1,hi
Naku doubt undi Networking meeda.,1,te
NumPy ela nerchukovali,1,te
Nenu song vintunna.,0,te
Lunch ayipoyindi.,0,te
Help karo Networking me.,1,hi
Aaj bahut traffic tha.,0,hi
I'm going to the office.,0,en
Step by step batao Docker.,1,hi
Step by step explain cheyyi JWT.,1,te
Weekend ki travel veltha.,0,te
Docker ela nerchukovali,1,te
Naku JavaScript ardham kaaledu.,1,te
Today is a busy day.,0,en
Pandas kya hai,1,hi
Why is this happening in NumPy,1,en
Help cheyyi CSS.,1,te
Weekend pe travel karunga.,0,hi
Docker ela nerchukovali,1,te
Step by step batao JavaScript.,1,hi
SQL kaise seekhun,1,hi
Ee warning enduku vastundi,1,te
I didn't understand Pandas.,1,en
NumPy ela nerchukovali,1,te
How do I fix this bug in CSS,1,en
Aaj bahut traffic tha.,0,hi
Repu NumPy practice chestha.,0,te
Help karo JWT me.,1,hi
Oka example cheppu NumPy.,1,te
Help cheyyi FastAPI.,1,te
Oka example cheppu NumPy.,1,te
Ivala weather bagundi.,0,te
I completed my work.,0,en
Kubernetes kya hai,1,hi
Suggest the best way to learn React.,1,en
The weather is nice today.,0,en
What is FastAPI,1,en
Suggest cheyyi best way for Kubernetes.,1,te
Naku doubt undi Azure meeda.,1,te
Can you solve this error,1,en
Ye kaise kaam karta hai,1,hi
Step by step batao Git.,1,hi
Weekend ki travel veltha.,0,te
Lunch ayipoyindi.,0,te
Help cheyyi OAuth.,1,te
Suggest cheyyi best way for JavaScript.,1,te
I watched a movie yesterday.,0,en
Ee problem enduku vastundi,1,te
Aaj bahut traffic tha.,0,hi
Can you give me an example of Git,1,en
Step by step explain cheyyi LLM.,1,te
I like learning CSS.,0,en
Oka example cheppu RAG.,1,te
Lunch ayipoyindi.,0,te
I'm going to the office.,0,en
Ye warning kaise fix karu,1,hi
I finished my lunch.,0,en
Main ghar ja raha hu.,0,hi
Ippudu office lo unna.,0,te
Main chai pi raha hu.,0,hi
Mujhe React samjhao.,1,hi
Help me understand CSS.,1,en
Coffee tagutunna.,0,te
How do I learn JWT,1,en
Mujhe LLM samjhao.,1,hi
I finished my lunch.,0,en
Networking ante enti,1,te
Idi ela pani chestundi,1,te
Aaj mausam accha hai.,0,hi
Main chai pi raha hu.,0,hi
Step by step batao NumPy.,1,hi
I finished my lunch.,0,en
Ippudu office lo unna.,0,te
Nenu intiki velthunna.,0,te
Na friend ni kalisanu.,0,te
Step by step explain cheyyi Python.,1,te
Main ghar ja raha hu.,0,hi
I'm going to the office.,0,en
Ippudu office lo unna.,0,te
Ee permission error enduku vastundi,1,te
Main ghar ja raha hu.,0,hi
Linux ante enti,1,te
LLM ela nerchukovali,1,te
What is Python,1,en
I'm listening to music.,0,en
Aaj mausam accha hai.,0,hi
Main chai pi raha hu.,0,hi
I completed my work.,0,en
Help karo Python me.,1,hi
Suggest cheyyi best way for Docker.,1,te
How do I fix this warning in Python,1,en
Tomorrow I'll study RAG.,0,en
Kubernetes ka example do.,1,hi
CSS kya hai,1,hi
Can you give me an example of Kubernetes,1,en
Tomorrow I'll study Linux.,0,en
NumPy kaise seekhun,1,hi
Why is this happening in Python,1,en
Main chai pi raha hu.,0,hi
I completed my work.,0,en
Help cheyyi JWT.,1,te
Why is this happening in NumPy,1,en
How do I learn NumPy,1,en
Naku OAuth ardham kaaledu.,1,te
Python ka example do.,1,hi
Suggest the best way to learn Pandas.,1,en
Kal movie dekhi.,0,hi
Idi ela pani chestundi,1,te
I'm going to the office.,0,en
Why is this happening in Git,1,en
I didn't understand AWS.,1,en
I'm going to the office.,0,en
Today is a busy day.,0,en
Ivala weather bagundi.,0,te
Tomorrow I'll study Azure.,0,en
Why is this happening in AWS,1,en
Step by step explain cheyyi Python.,1,te
Best suggestion do Azure ke liye.,1,hi
Why is this happening in Python,1,en
Coffee tagutunna.,0,te
Help karo Kubernetes me.,1,hi
JWT ka example do.,1,hi
Suggest the best way to learn React.,1,en
Help cheyyi Docker.,1,te
Naku doubt undi JWT meeda.,1,te
Weekend ki travel veltha.,0,te
Suggest cheyyi best way for Pandas.,1,te
Naku doubt undi FastAPI meeda.,1,te
I'm listening to music.,0,en
Can you solve this issue,1,en
I like learning API.,0,en
Weekend pe travel karunga.,0,hi
Kal Kubernetes practice karunga.,0,hi
Networking kaise seekhun,1,hi
I'm reading a book.,0,en
Can you solve this exception,1,en
I'm listening to music.,0,en
I'm listening to music.,0,en
Main chai pi raha hu.,0,hi
I'm going to the office.,0,en
I didn't understand Kubernetes.,1,en
Weekend ki travel veltha.,0,te
Aaj mausam accha hai.,0,hi
Idi ela pani chestundi,1,te
Kal Kubernetes practice karunga.,0,hi
Na friend ni kalisanu.,0,te
Weekend ki travel veltha.,0,te
Lunch ayipoyindi.,0,te
Why is this happening in Kubernetes,1,en
Office ka kaam khatam hua.,0,hi
I'm listening to music.,0,en
Main music sun raha hu.,0,hi
I'm going to the office.,0,en
Kal CSS practice karunga.,0,hi
Best suggestion do Docker ke liye.,1,hi
Main chai pi raha hu.,0,hi
Kal Networking practice karunga.,0,hi
I didn't understand Linux.,1,en
Suggest cheyyi best way for SQL.,1,te
Idi ela pani chestundi,1,te
Suggest cheyyi best way for Linux.,1,te
Ye kaise kaam karta hai,1,hi
Lunch ho gaya.,0,hi
Kal movie dekhi.,0,hi
Aaj bahut traffic tha.,0,hi
Lunch ayipoyindi.,0,te
How do I learn JavaScript,1,en
Step by step explain cheyyi Pandas.,1,te
Help cheyyi CSS.,1,te
Weekend ki travel veltha.,0,te
Ee crash enduku vastundi,1,te
API kaise seekhun,1,hi
Step by step batao RAG.,1,hi
Na friend ni kalisanu.,0,te
Can you solve this warning,1,en
I watched a movie yesterday.,0,en
Can you explain LLM,1,en
Lunch ho gaya.,0,hi
Main ghar ja raha hu.,0,hi
Kal Git practice karunga.,0,hi
Nenu song vintunna.,0,te
I'm listening to music.,0,en
Office ka kaam khatam hua.,0,hi
Suggest cheyyi best way for SQL.,1,te
Weekend pe travel karunga.,0,hi
Oka example cheppu Azure.,1,te
Naku OAuth ardham kaaledu.,1,te
Movie chala bagundi.,0,te
I finished my lunch.,0,en
Weekend ki travel veltha.,0,te
Naku doubt undi JavaScript meeda.,1,te
Help karo API me.,1,hi
Idi ela pani chestundi,1,te
Main chai pi raha hu.,0,hi
Why is this happening in JWT,1,en
Today is a busy day.,0,en
Ye bug kaise fix karu,1,hi
Oka example cheppu Docker.,1,te
Aaj bahut traffic tha.,0,hi
Main music sun raha hu.,0,hi
SQL ela nerchukovali,1,te
Ye problem kaise fix karu,1,hi
I finished my lunch.,0,en
Weekend pe travel karunga.,0,hi
Ippudu office lo unna.,0,te
How do I fix this crash in NumPy,1,en
Main ghar ja raha hu.,0,hi
Why is this happening in CSS,1,en
Naku OAuth ardham kaaledu.,1,te
Nenu intiki velthunna.,0,te
Can you explain Networking,1,en
Can you explain SQL,1,en
Help cheyyi Git.,1,te
Lunch ayipoyindi.,0,te
Step by step batao React.,1,hi
I didn't understand React.,1,en
Best suggestion do OAuth ke liye.,1,hi
Mujhe JWT me doubt hai.,1,hi
Main chai pi raha hu.,0,hi
Mujhe RAG samjhao.,1,hi
SQL ela nerchukovali,1,te
Can you explain Git,1,en
Weekend ki travel veltha.,0,te
Main music sun raha hu.,0,hi
Aaj bahut traffic tha.,0,hi
LLM kya hai,1,hi
Ee exception enduku vastundi,1,te
I'm listening to music.,0,en
How do I fix this crash in OAuth,1,en
Naku Linux ardham kaaledu.,1,te
FastAPI kaise seekhun,1,hi
Aaj bahut traffic tha.,0,hi
Naku NumPy ardham kaaledu.,1,te
Lunch ho gaya.,0,hi
React kya hai,1,hi
I watched a movie yesterday.,0,en
I finished my lunch.,0,en
Suggest the best way to learn Pandas.,1,en
Step by step batao JavaScript.,1,hi
SQL ka example do.,1,hi
Main chai pi raha hu.,0,hi
Weekend ki travel veltha.,0,te
Kal CSS practice karunga.,0,hi
I'm reading a book.,0,en
I'm going to the office.,0,en
How do I learn React,1,en
FastAPI kaise seekhun,1,hi
Aaj bahut traffic tha.,0,hi
Nenu intiki velthunna.,0,te
Main ghar ja raha hu.,0,hi
Weekend ki travel veltha.,0,te
Kal Python practice karunga.,0,hi
Azure ela nerchukovali,1,te
Repu RAG practice chestha.,0,te
Linux kaise seekhun,1,hi
Main music sun raha hu.,0,hi
Suggest the best way to learn Networking.,1,en
Lunch ayipoyindi.,0,te
Office ka kaam khatam hua.,0,hi
Why is this happening in API,1,en
Lunch ho gaya.,0,hi
Ye exception kaise fix karu,1,hi
Ee permission error enduku vastundi,1,te
Main chai pi raha hu.,0,hi
Help cheyyi CSS.,1,te
Today is a busy day.,0,en
React ka example do.,1,hi
Nenu song vintunna.,0,te
Suggest cheyyi best way for JWT.,1,te
Coffee tagutunna.,0,te
Ippudu office lo unna.,0,te
Naku React ardham kaaledu.,1,te
The weather is nice today.,0,en
Ee timeout enduku vastundi,1,te
JWT ante enti,1,te
Main music sun raha hu.,0,hi
Lunch ho gaya.,0,hi
What is API,1,en
I'm going to the office.,0,en
I'm going to the office.,0,en
Ye issue kaise fix karu,1,hi
The weather is nice today.,0,en
Nenu song vintunna.,0,te
Azure kya hai,1,hi
Lunch ayipoyindi.,0,te
Office ka kaam khatam hua.,0,hi
Naku doubt undi AWS meeda.,1,te
Python kya hai,1,hi
CSS ela nerchukovali,1,te
Ippudu office lo unna.,0,te
Mujhe Linux samjhao.,1,hi
Oka example cheppu React.,1,te
Suggest the best way to learn LLM.,1,en
Linux ka example do.,1,hi
Lunch ayipoyindi.,0,te
Kal CSS practice karunga.,0,hi
Weekend ki travel veltha.,0,te
Step by step batao JavaScript.,1,hi
I like learning Linux.,0,en
Main chai pi raha hu.,0,hi
What is Linux,1,en
How do I fix this bug in Python,1,en
Can you explain Linux,1,en
Ee bug enduku vastundi,1,te
Kal movie dekhi.,0,hi
Aaj bahut traffic tha.,0,hi
Main music sun raha hu.,0,hi
Best suggestion do Docker ke liye.,1,hi
Can you give me an example of Networking,1,en
Suggest cheyyi best way for FastAPI.,1,te
Na friend ni kalisanu.,0,te
Weekend pe travel karunga.,0,hi
I like learning AWS.,0,en
Nenu intiki velthunna.,0,te
I finished my lunch.,0,en
Best suggestion do Python ke liye.,1,hi
Linux kya hai,1,hi
Aaj mausam accha hai.,0,hi
Step by step batao SQL.,1,hi
Ippudu office lo unna.,0,te
Ee bug enduku vastundi,1,te
Nenu intiki velthunna.,0,te
Help cheyyi Networking.,1,te
Movie chala bagundi.,0,te
Coffee tagutunna.,0,te
Naku doubt undi AWS meeda.,1,te
Main music sun raha hu.,0,hi
Best suggestion do React ke liye.,1,hi
Movie chala bagundi.,0,te
Networking kya hai,1,hi
Ivala weather bagundi.,0,te
Azure kya hai,1,hi
Today is a busy day.,0,en
API ka example do.,1,hi
Kal movie dekhi.,0,hi
Movie chala bagundi.,0,te
Today is a busy day.,0,en
Why is this happening in RAG,1,en
Can you explain Kubernetes,1,en
Help cheyyi NumPy.,1,te
Suggest the best way to learn OAuth.,1,en
Help cheyyi Kubernetes.,1,te
I completed my work.,0,en
I'm going to the office.,0,en
Nenu intiki velthunna.,0,te
I didn't understand API.,1,en
NumPy ante enti,1,te
Suggest the best way to learn NumPy.,1,en
Naku AWS ardham kaaledu.,1,te
Can you explain Git,1,en
I'm reading a book.,0,en
Movie chala bagundi.,0,te
Today is a busy day.,0,en
Coffee tagutunna.,0,te
What is Kubernetes,1,en
Suggest cheyyi best way for AWS.,1,te
How do I learn Git,1,en
Help karo NumPy me.,1,hi
Weekend pe travel karunga.,0,hi
Kal API practice karunga.,0,hi
Weekend pe travel karunga.,0,hi
Step by step explain cheyyi OAuth.,1,te
Why is this happening in React,1,en
Office ka kaam khatam hua.,0,hi
I watched a movie yesterday.,0,en
Best suggestion do Git ke liye.,1,hi
Na friend ni kalisanu.,0,te
Na friend ni kalisanu.,0,te
Weekend pe travel karunga.,0,hi
I finished my lunch.,0,en
I'm listening to music.,0,en
Ye kaise kaam karta hai,1,hi
I watched a movie yesterday.,0,en
Lunch ayipoyindi.,0,te
How do I fix this syntax error in JavaScript,1,en
JavaScript kya hai,1,hi
Coffee tagutunna.,0,te
Kal movie dekhi.,0,hi
Linux ka example do.,1,hi
Naku RAG ardham kaaledu.,1,te
Suggest cheyyi best way for JWT.,1,te
Coffee tagutunna.,0,te
The weather is nice today.,0,en
Help me understand Azure.,1,en
Help cheyyi JWT.,1,te
Help cheyyi React.,1,te
I finished my lunch.,0,en
Naku doubt undi CSS meeda.,1,te
Main ghar ja raha hu.,0,hi
Step by step batao JavaScript.,1,hi
Networking ela nerchukovali,1,te
Help karo OAuth me.,1,hi
I didn't understand Azure.,1,en
I completed my work.,0,en
Weekend pe travel karunga.,0,hi
Ivala weather bagundi.,0,te
I'm going to the office.,0,en
Step by step explain cheyyi API.,1,te
Help me understand Kubernetes.,1,en
Step by step explain cheyyi JWT.,1,te
I finished my lunch.,0,en
Lunch ho gaya.,0,hi
JWT ante enti,1,te
Suggest cheyyi best way for RAG.,1,te
Lunch ho gaya.,0,hi
Help cheyyi Pandas.,1,te
I finished my lunch.,0,en
Main chai pi raha hu.,0,hi
Naku doubt undi JavaScript meeda.,1,te
How do I learn AWS,1,en
Movie chala bagundi.,0,te
Idi ela pani chestundi,1,te
Office ka kaam khatam hua.,0,hi
Idi ela pani chestundi,1,te
Na friend ni kalisanu.,0,te
Weekend ki travel veltha.,0,te
Repu FastAPI practice chestha.,0,te
Help karo RAG me.,1,hi
Azure ela nerchukovali,1,te
Help cheyyi Git.,1,te
Na friend ni kalisanu.,0,te
Docker ante enti,1,te
Nenu song vintunna.,0,te
Mujhe CSS me doubt hai.,1,hi
Ivala weather bagundi.,0,te
Main chai pi raha hu.,0,hi
The weather is nice today.,0,en
Tomorrow I'll study API.,0,en
Na friend ni kalisanu.,0,te
Tomorrow I'll study CSS.,0,en
I didn't understand Linux.,1,en
React kaise seekhun,1,hi
Help cheyyi Kubernetes.,1,te
Help cheyyi JavaScript.,1,te
Lunch ayipoyindi.,0,te
Today is a busy day.,0,en
SQL ka example do.,1,hi
Idi ela pani chestundi,1,te
Mujhe Kubernetes me doubt hai.,1,hi
Office ka kaam khatam hua.,0,hi
Weekend ki travel veltha.,0,te
Git kya hai,1,hi
Main chai pi raha hu.,0,hi
Step by step batao Azure.,1,hi
Ivala weather bagundi.,0,te
Idi ela pani chestundi,1,te
Aaj mausam accha hai.,0,hi
Can you explain LLM,1,en
Can you give me an example of CSS,1,en
Nenu song vintunna.,0,te
Pandas ka example do.,1,hi
Mujhe JWT samjhao.,1,hi
React kya hai,1,hi
API kaise seekhun,1,hi
Weekend ki travel veltha.,0,te
Office ka kaam khatam hua.,0,hi
Main chai pi raha hu.,0,hi
Office ka kaam khatam hua.,0,hi
NumPy kaise seekhun,1,hi
Why is this happening in Networking,1,en
Main chai pi raha hu.,0,hi
I finished my lunch.,0,en
Best suggestion do NumPy ke liye.,1,hi
Aaj mausam accha hai.,0,hi
Nenu intiki velthunna.,0,te
Aaj bahut traffic tha.,0,hi
Suggest cheyyi best way for FastAPI.,1,te
Naku doubt undi CSS meeda.,1,te
Aaj mausam accha hai.,0,hi
Help me understand SQL.,1,en
Kal movie dekhi.,0,hi
Ivala weather bagundi.,0,te
Kubernetes kaise seekhun,1,hi
Today is a busy day.,0,en
Lunch ho gaya.,0,hi
Movie chala bagundi.,0,te
Naku JavaScript ardham kaaledu.,1,te
JavaScript ante enti,1,te
Why is this happening in Linux,1,en
Na friend ni kalisanu.,0,te
Aaj mausam accha hai.,0,hi
Aaj mausam accha hai.,0,hi
I like learning LLM.,0,en
Nenu intiki velthunna.,0,te
RAG ka example do.,1,hi
Ye kaise kaam karta hai,1,hi
Kal FastAPI practice karunga.,0,hi
Git ka example do.,1,hi
Ee warning enduku vastundi,1,te
Suggest the best way to learn Python.,1,en
Tomorrow I'll study SQL.,0,en
I like learning Docker.,0,en
Ee exception enduku vastundi,1,te
Best suggestion do OAuth ke liye.,1,hi
I'm reading a book.,0,en
Na friend ni kalisanu.,0,te
Lunch ho gaya.,0,hi
Kal Kubernetes practice karunga.,0,hi
Office ka kaam khatam hua.,0,hi
Help me understand Linux.,1,en
Main chai pi raha hu.,0,hi
Best suggestion do FastAPI ke liye.,1,hi
Weekend pe travel karunga.,0,hi
I watched a movie yesterday.,0,en
Coffee tagutunna.,0,te
Weekend ki travel veltha.,0,te
The weather is nice today.,0,en
Ippudu office lo unna.,0,te
Lunch ayipoyindi.,0,te
Weekend pe travel karunga.,0,hi
Coffee tagutunna.,0,te
Weekend ki travel veltha.,0,te
Help me understand RAG.,1,en
Ye exception kaise fix karu,1,hi
The weather is nice today.,0,en
Na friend ni kalisanu.,0,te
Main chai pi raha hu.,0,hi
How do I learn JWT,1,en
Aaj bahut traffic tha.,0,hi
Main chai pi raha hu.,0,hi
Can you explain AWS,1,en
Coffee tagutunna.,0,te
AWS ante enti,1,te
Nenu song vintunna.,0,te
What is React,1,en
Ippudu office lo unna.,0,te
Ye crash kaise fix karu,1,hi
Can you solve this syntax error,1,en
Can you give me an example of AWS,1,en
Main music sun raha hu.,0,hi
Kal movie dekhi.,0,hi
Help karo React me.,1,hi
How do I learn AWS,1,en
I'm reading a book.,0,en
Mujhe Git samjhao.,1,hi
Aaj mausam accha hai.,0,hi
Ivala weather bagundi.,0,te
Today is a busy day.,0,en
The weather is nice today.,0,en
Step by step explain cheyyi RAG.,1,te
Naku CSS ardham kaaledu.,1,te
Can you solve this error,1,en
Kal movie dekhi.,0,hi
Naku doubt undi JavaScript meeda.,1,te
Kal FastAPI practice karunga.,0,hi
Can you give me an example of CSS,1,en
I like learning Docker.,0,en
I didn't understand JavaScript.,1,en
Can you solve this permission error,1,en
How do I fix this syntax error in RAG,1,en
Weekend pe travel karunga.,0,hi
Can you explain NumPy,1,en
Idi ela pani chestundi,1,te
What is API,1,en
Weekend ki travel veltha.,0,te
Mujhe RAG samjhao.,1,hi
I didn't understand Python.,1,en
Today is a busy day.,0,en
Tomorrow I'll study LLM.,0,en
Aaj bahut traffic tha.,0,hi
Help karo API me.,1,hi
Na friend ni kalisanu.,0,te
Kal movie dekhi.,0,hi
NumPy ela nerchukovali,1,te
Best suggestion do SQL ke liye.,1,hi
LLM kaise seekhun,1,hi
How do I learn Azure,1,en
OAuth ka example do.,1,hi
I watched a movie yesterday.,0,en
Python ela nerchukovali,1,te
LLM kaise seekhun,1,hi
Main music sun raha hu.,0,hi
Mujhe RAG me doubt hai.,1,hi
Oka example cheppu CSS.,1,te
Main chai pi raha hu.,0,hi
Lunch ho gaya.,0,hi
Naku doubt undi LLM meeda.,1,te
I'm reading a book.,0,en
Suggest the best way to learn Docker.,1,en
Movie chala bagundi.,0,te
NumPy kaise seekhun,1,hi
OAuth ela nerchukovali,1,te
I'm going to the office.,0,en
API ka example do.,1,hi
Ee error enduku vastundi,1,te
Movie chala bagundi.,0,te
Lunch ayipoyindi.,0,te
Help karo Git me.,1,hi
SQL kaise seekhun,1,hi
Nenu intiki velthunna.,0,te
Kal movie dekhi.,0,hi
Coffee tagutunna.,0,te
Help karo LLM me.,1,hi
I like learning API.,0,en
Aaj bahut traffic tha.,0,hi
Mujhe Azure samjhao.,1,hi
Aaj bahut traffic tha.,0,hi
Na friend ni kalisanu.,0,te
Tomorrow I'll study Python.,0,en
Repu CSS practice chestha.,0,te
The weather is nice today.,0,en
How do I fix this timeout in RAG,1,en
I like learning RAG.,0,en
Step by step batao AWS.,1,hi
Ye issue kaise fix karu,1,hi
NumPy ela nerchukovali,1,te
Can you give me an example of NumPy,1,en
Today is a busy day.,0,en
NumPy ante enti,1,te
Best suggestion do Python ke liye.,1,hi
Kal LLM practice karunga.,0,hi
Mujhe LLM me doubt hai.,1,hi
Help cheyyi Pandas.,1,te
Naku Docker ardham kaaledu.,1,te
Mujhe Docker me doubt hai.,1,hi
Main ghar ja raha hu.,0,hi
Nenu intiki velthunna.,0,te
Can you solve this issue,1,en
Weekend pe travel karunga.,0,hi
Help karo Azure me.,1,hi
Naku doubt undi Networking meeda.,1,te
Lunch ayipoyindi.,0,te
I'm going to the office.,0,en
Step by step batao SQL.,1,hi
Aaj mausam accha hai.,0,hi
I didn't understand Linux.,1,en
Kal movie dekhi.,0,hi
Kal movie dekhi.,0,hi
Ye syntax error kaise fix karu,1,hi
Nenu intiki velthunna.,0,te
Today is a busy day.,0,en
Weekend ki travel veltha.,0,te
Can you solve this crash,1,en
Suggest the best way to learn Pandas.,1,en
Office ka kaam khatam hua.,0,hi
Naku doubt undi Git meeda.,1,te
I watched a movie yesterday.,0,en
Can you solve this timeout,1,en
Step by step explain cheyyi OAuth.,1,te
Lunch ayipoyindi.,0,te
Oka example cheppu Python.,1,te
Ye exception kaise fix karu,1,hi
What is SQL,1,en
Kal movie dekhi.,0,hi
Ye exception kaise fix karu,1,hi
Mujhe Networking samjhao.,1,hi
Naku AWS ardham kaaledu.,1,te
Office ka kaam khatam hua.,0,hi
Idi ela pani chestundi,1,te
Tomorrow I'll study JWT.,0,en
Help cheyyi JWT.,1,te
Suggest cheyyi best way for Docker.,1,te
Tomorrow I'll study Networking.,0,en
I'm reading a book.,0,en
I didn't understand Pandas.,1,en
I'm reading a book.,0,en
Naku RAG ardham kaaledu.,1,te
Mujhe Kubernetes samjhao.,1,hi
Kal Python practice karunga.,0,hi
Can you give me an example of Python,1,en
Repu Networking practice chestha.,0,te
Lunch ayipoyindi.,0,te
Movie chala bagundi.,0,te
Can you explain RAG,1,en
I completed my work.,0,en
Ye problem kaise fix karu,1,hi
Weekend ki travel veltha.,0,te
Mujhe Networking samjhao.,1,hi
Suggest cheyyi best way for RAG.,1,te
Step by step explain cheyyi Azure.,1,te
Can you solve this timeout,1,en
Main music sun raha hu.,0,hi
Main music sun raha hu.,0,hi
Mujhe JWT me doubt hai.,1,hi
Aaj mausam accha hai.,0,hi
Networking ante enti,1,te
Coffee tagutunna.,0,te
The weather is nice today.,0,en
Coffee tagutunna.,0,te
Suggest cheyyi best way for OAuth.,1,te
Kal React practice karunga.,0,hi
Kal movie dekhi.,0,hi
Main chai pi raha hu.,0,hi
Python kaise seekhun,1,hi
Coffee tagutunna.,0,te
Mujhe CSS samjhao.,1,hi
Tomorrow I'll study React.,0,en
Best suggestion do JavaScript ke liye.,1,hi
Lunch ho gaya.,0,hi
I watched a movie yesterday.,0,en
Help karo Pandas me.,1,hi
The weather is nice today.,0,en
Can you explain LLM,1,en
